aufgabe,schwierigkeit,instruction,input,output
Tatbestand klassifizieren,fortgeschritten,"Ordne den beschriebenen Sachverhalt dem passenden Tatbestand aus dem StGB zu. Gib Paragraph, Namen des Tatbestands und eine kurze Begründung an. Weise auf mögliche Konkurrenztatbestände hin.","Am 10.01.2026 gegen 16:45 Uhr wurde ein Vorfall in der Industriestraße gemeldet. Im Rahmen der Ermittlungen wurde festgestellt, dass ein Smartphone verwendet wurde, insbesondere im Zusammenhang mit der Anwendung Google Maps. Eine Person verschaffte sich unbefugt Zugriff auf geschützte Daten.","§ 202a StGB (Ausspähen von Daten). Der Sachverhalt erfüllt die Merkmale dieses Tatbestands, da die beschriebenen Handlungen tatbestandsmäßig sind. Möglich ist zudem § 202b StGB (Abfangen von Daten)."
Tatbestand klassifizieren,fortgeschritten,"Ordne den beschriebenen Sachverhalt dem passenden Tatbestand aus dem StGB zu. Gib Paragraph, Namen des Tatbestands und eine kurze Begründung an. Weise auf mögliche Konkurrenztatbestände hin.",Am 04.04.2026 gegen 23:40 Uhr wurde ein Vorfall in der Hauptstraße gemeldet. Eine Person täuschte eine andere über einen Sachverhalt und erlangte dadurch Geld. Die Angaben der Beteiligten sind teilweise widersprüchlich.,"§ 263 StGB (Betrug). Der Sachverhalt erfüllt die Merkmale dieses Tatbestands, da die beschriebenen Handlungen tatbestandsmäßig sind. Ein Konkurrenzverhältnis zwischen Betrug und Computerbetrug ist zu prüfen."
Tatbestand klassifizieren,fortgeschritten,"Ordne den beschriebenen Sachverhalt dem passenden Tatbestand aus dem StGB zu. Gib Paragraph, Namen des Tatbestands und eine kurze Begründung an. Weise auf mögliche Konkurrenztatbestände hin.","Am 10.01.2026 gegen 01:44 Uhr wurde ein Vorfall in der Bahnhofstraße gemeldet. Im Rahmen der Ermittlungen wurde festgestellt, dass ein Tablet verwendet wurde, insbesondere im Zusammenhang mit der Anwendung WhatsApp. Eine Person verschaffte sich unbefugt Zugriff auf geschützte Daten. Die Angaben der Beteiligten sind teilweise widersprüchlich.","§ 202a StGB (Ausspähen von Daten). Der Sachverhalt erfüllt die Merkmale dieses Tatbestands, da die beschriebenen Handlungen tatbestandsmäßig sind. Möglich ist zudem § 202b StGB (Abfangen von Daten)."
Tatbestand klassifizieren,fortgeschritten,"Ordne den beschriebenen Sachverhalt dem passenden Tatbestand aus dem StGB zu. Gib Paragraph, Namen des Tatbestands und eine kurze Begründung an. Weise auf mögliche Konkurrenztatbestände hin.","Am 28.01.2026 gegen 11:20 Uhr wurde ein Vorfall in der Bahnhofstraße gemeldet. Im Rahmen der Ermittlungen wurde festgestellt, dass ein Smartphone verwendet wurde, insbesondere im Zusammenhang mit der Anwendung E-Mail. Es wurden gefälschte Dokumente verwendet.","§ 267 StGB (Urkundenfälschung). Der Sachverhalt erfüllt die Merkmale dieses Tatbestands, da die beschriebenen Handlungen tatbestandsmäßig sind. In Betracht kommt auch § 263 StGB (Betrug)."
Tatbestand klassifizieren,fortgeschritten,"Ordne den beschriebenen Sachverhalt dem passenden Tatbestand aus dem StGB zu. Gib Paragraph, Namen des Tatbestands und eine kurze Begründung an. Weise auf mögliche Konkurrenztatbestände hin.","Am 10.04.2026 gegen 16:53 Uhr wurde ein Vorfall in der Bahnhofstraße gemeldet. Im Rahmen der Ermittlungen wurde festgestellt, dass ein Smartphone verwendet wurde, insbesondere im Zusammenhang mit der Anwendung Telegram. Eine Person verschaffte sich unbefugt Zugriff auf geschützte Daten. Die Angaben der Beteiligten sind teilweise widersprüchlich.","§ 202a StGB (Ausspähen von Daten). Der Sachverhalt erfüllt die Merkmale dieses Tatbestands, da die beschriebenen Handlungen tatbestandsmäßig sind. Möglich ist zudem § 202b StGB (Abfangen von Daten)."
Tatbestand klassifizieren,fortgeschritten,"Ordne den beschriebenen Sachverhalt dem passenden Tatbestand aus dem StGB zu. Gib Paragraph, Namen des Tatbestands und eine kurze Begründung an. Weise auf mögliche Konkurrenztatbestände hin.",Am 22.01.2026 gegen 06:20 Uhr wurde ein Vorfall in der Bahnhofstraße gemeldet. Es wurde fremdes Eigentum entwendet. Die Angaben der Beteiligten sind teilweise widersprüchlich.,"§ 242 StGB (Diebstahl). Der Sachverhalt erfüllt die Merkmale dieses Tatbestands, da die beschriebenen Handlungen tatbestandsmäßig sind. Abzugrenzen ist § 249 StGB (Raub) bei Gewaltanwendung."
Tatbestand klassifizieren,fortgeschritten,"Ordne den beschriebenen Sachverhalt dem passenden Tatbestand aus dem StGB zu. Gib Paragraph, Namen des Tatbestands und eine kurze Begründung an. Weise auf mögliche Konkurrenztatbestände hin.","Am 04.01.2026 gegen 10:04 Uhr wurde ein Vorfall in der Hauptstraße gemeldet. Im Rahmen der Ermittlungen wurde festgestellt, dass ein Tablet verwendet wurde, insbesondere im Zusammenhang mit der Anwendung Google Maps. Daten wurden unbefugt gelöscht oder verändert.","§ 303a StGB (Datenveränderung). Der Sachverhalt erfüllt die Merkmale dieses Tatbestands, da die beschriebenen Handlungen tatbestandsmäßig sind. Weitere Konkurrenztatbestände sind im Einzelfall zu prüfen."
Tatbestand klassifizieren,fortgeschritten,"Ordne den beschriebenen Sachverhalt dem passenden Tatbestand aus dem StGB zu. Gib Paragraph, Namen des Tatbestands und eine kurze Begründung an. Weise auf mögliche Konkurrenztatbestände hin.","Am 22.03.2026 gegen 07:59 Uhr wurde ein Vorfall in der Karlstraße gemeldet. Im Rahmen der Ermittlungen wurde festgestellt, dass ein Smartphone verwendet wurde, insbesondere im Zusammenhang mit der Anwendung Telegram. Unter Anwendung von Gewalt wurde einer Person ein Gegenstand weggenommen. Die Angaben der Beteiligten sind teilweise widersprüchlich.","§ 249 StGB (Raub). Der Sachverhalt erfüllt die Merkmale dieses Tatbestands, da die beschriebenen Handlungen tatbestandsmäßig sind. Weitere Konkurrenztatbestände sind im Einzelfall zu prüfen."
Tatbestand klassifizieren,fortgeschritten,"Ordne den beschriebenen Sachverhalt dem passenden Tatbestand aus dem StGB zu. Gib Paragraph, Namen des Tatbestands und eine kurze Begründung an. Weise auf mögliche Konkurrenztatbestände hin.","Am 22.03.2026 gegen 17:17 Uhr wurde ein Vorfall in der Bahnhofstraße gemeldet. Im Rahmen der Ermittlungen wurde festgestellt, dass ein Tablet verwendet wurde, insbesondere im Zusammenhang mit der Anwendung WhatsApp. Daten wurden unbefugt gelöscht oder verändert.","§ 303a StGB (Datenveränderung). Der Sachverhalt erfüllt die Merkmale dieses Tatbestands, da die beschriebenen Handlungen tatbestandsmäßig sind. Weitere Konkurrenztatbestände sind im Einzelfall zu prüfen."
Tatbestand klassifizieren,fortgeschritten,"Ordne den beschriebenen Sachverhalt dem passenden Tatbestand aus dem StGB zu. Gib Paragraph, Namen des Tatbestands und eine kurze Begründung an. Weise auf mögliche Konkurrenztatbestände hin.","Am 07.03.2026 gegen 04:16 Uhr wurde ein Vorfall in der Schillerstraße gemeldet. Im Rahmen der Ermittlungen wurde festgestellt, dass ein Laptop verwendet wurde, insbesondere im Zusammenhang mit der Anwendung Google Maps. Unter Anwendung von Gewalt wurde einer Person ein Gegenstand weggenommen. Die Angaben der Beteiligten sind teilweise widersprüchlich.","§ 249 StGB (Raub). Der Sachverhalt erfüllt die Merkmale dieses Tatbestands, da die beschriebenen Handlungen tatbestandsmäßig sind. Weitere Konkurrenztatbestände sind im Einzelfall zu prüfen."
Tatbestand klassifizieren,fortgeschritten,"Ordne den beschriebenen Sachverhalt dem passenden Tatbestand aus dem StGB zu. Gib Paragraph, Namen des Tatbestands und eine kurze Begründung an. Weise auf mögliche Konkurrenztatbestände hin.","Am 06.04.2026 gegen 00:47 Uhr wurde ein Vorfall in der Hauptstraße gemeldet. Im Rahmen der Ermittlungen wurde festgestellt, dass ein Tablet verwendet wurde, insbesondere im Zusammenhang mit der Anwendung WhatsApp. Unter Anwendung von Gewalt wurde einer Person ein Gegenstand weggenommen. Die Angaben der Beteiligten sind teilweise widersprüchlich.","§ 249 StGB (Raub). Der Sachverhalt erfüllt die Merkmale dieses Tatbestands, da die beschriebenen Handlungen tatbestandsmäßig sind. Weitere Konkurrenztatbestände sind im Einzelfall zu prüfen."
Tatbestand klassifizieren,fortgeschritten,"Ordne den beschriebenen Sachverhalt dem passenden Tatbestand aus dem StGB zu. Gib Paragraph, Namen des Tatbestands und eine kurze Begründung an. Weise auf mögliche Konkurrenztatbestände hin.","Am 01.04.2026 gegen 16:31 Uhr wurde ein Vorfall in der Karlstraße gemeldet. Im Rahmen der Ermittlungen wurde festgestellt, dass ein Laptop verwendet wurde, insbesondere im Zusammenhang mit der Anwendung WhatsApp. Unter Anwendung von Gewalt wurde einer Person ein Gegenstand weggenommen.","§ 249 StGB (Raub). Der Sachverhalt erfüllt die Merkmale dieses Tatbestands, da die beschriebenen Handlungen tatbestandsmäßig sind. Weitere Konkurrenztatbestände sind im Einzelfall zu prüfen."
Tatbestand klassifizieren,fortgeschritten,"Ordne den beschriebenen Sachverhalt dem passenden Tatbestand aus dem StGB zu. Gib Paragraph, Namen des Tatbestands und eine kurze Begründung an. Weise auf mögliche Konkurrenztatbestände hin.","Am 22.01.2026 gegen 15:56 Uhr wurde ein Vorfall in der Industriestraße gemeldet. Im Rahmen der Ermittlungen wurde festgestellt, dass ein Laptop verwendet wurde, insbesondere im Zusammenhang mit der Anwendung WhatsApp. Unter Anwendung von Gewalt wurde einer Person ein Gegenstand weggenommen. Die Angaben der Beteiligten sind teilweise widersprüchlich.","§ 249 StGB (Raub). Der Sachverhalt erfüllt die Merkmale dieses Tatbestands, da die beschriebenen Handlungen tatbestandsmäßig sind. Weitere Konkurrenztatbestände sind im Einzelfall zu prüfen."
Tatbestand klassifizieren,fortgeschritten,"Ordne den beschriebenen Sachverhalt dem passenden Tatbestand aus dem StGB zu. Gib Paragraph, Namen des Tatbestands und eine kurze Begründung an. Weise auf mögliche Konkurrenztatbestände hin.","Am 10.01.2026 gegen 08:15 Uhr wurde ein Vorfall in der Bahnhofstraße gemeldet. Im Rahmen der Ermittlungen wurde festgestellt, dass ein Laptop verwendet wurde, insbesondere im Zusammenhang mit der Anwendung Telegram. Es wurde fremdes Eigentum entwendet.","§ 242 StGB (Diebstahl). Der Sachverhalt erfüllt die Merkmale dieses Tatbestands, da die beschriebenen Handlungen tatbestandsmäßig sind. Abzugrenzen ist § 249 StGB (Raub) bei Gewaltanwendung."
Tatbestand klassifizieren,fortgeschritten,"Ordne den beschriebenen Sachverhalt dem passenden Tatbestand aus dem StGB zu. Gib Paragraph, Namen des Tatbestands und eine kurze Begründung an. Weise auf mögliche Konkurrenztatbestände hin.","Am 05.04.2026 gegen 16:42 Uhr wurde ein Vorfall in der Karlstraße gemeldet. Im Rahmen der Ermittlungen wurde festgestellt, dass ein Laptop verwendet wurde, insbesondere im Zusammenhang mit der Anwendung E-Mail. Es wurden gefälschte Dokumente verwendet.","§ 267 StGB (Urkundenfälschung). Der Sachverhalt erfüllt die Merkmale dieses Tatbestands, da die beschriebenen Handlungen tatbestandsmäßig sind. In Betracht kommt auch § 263 StGB (Betrug)."
Tatbestand klassifizieren,fortgeschritten,"Ordne den beschriebenen Sachverhalt dem passenden Tatbestand aus dem StGB zu. Gib Paragraph, Namen des Tatbestands und eine kurze Begründung an. Weise auf mögliche Konkurrenztatbestände hin.",Am 19.04.2026 gegen 05:54 Uhr wurde ein Vorfall in der Hauptstraße gemeldet. Unter Anwendung von Gewalt wurde einer Person ein Gegenstand weggenommen.,"§ 249 StGB (Raub). Der Sachverhalt erfüllt die Merkmale dieses Tatbestands, da die beschriebenen Handlungen tatbestandsmäßig sind. Weitere Konkurrenztatbestände sind im Einzelfall zu prüfen."
Tatbestand klassifizieren,fortgeschritten,"Ordne den beschriebenen Sachverhalt dem passenden Tatbestand aus dem StGB zu. Gib Paragraph, Namen des Tatbestands und eine kurze Begründung an. Weise auf mögliche Konkurrenztatbestände hin.",Am 15.03.2026 gegen 05:42 Uhr wurde ein Vorfall in der Schillerstraße gemeldet. Eine Person täuschte eine andere über einen Sachverhalt und erlangte dadurch Geld. Die Angaben der Beteiligten sind teilweise widersprüchlich.,"§ 263 StGB (Betrug). Der Sachverhalt erfüllt die Merkmale dieses Tatbestands, da die beschriebenen Handlungen tatbestandsmäßig sind. Ein Konkurrenzverhältnis zwischen Betrug und Computerbetrug ist zu prüfen."
Tatbestand klassifizieren,fortgeschritten,"Ordne den beschriebenen Sachverhalt dem passenden Tatbestand aus dem StGB zu. Gib Paragraph, Namen des Tatbestands und eine kurze Begründung an. Weise auf mögliche Konkurrenztatbestände hin.","Am 25.02.2026 gegen 06:22 Uhr wurde ein Vorfall in der Karlstraße gemeldet. Im Rahmen der Ermittlungen wurde festgestellt, dass ein Smartphone verwendet wurde, insbesondere im Zusammenhang mit der Anwendung WhatsApp. Eine Person täuschte eine andere über einen Sachverhalt und erlangte dadurch Geld. Die Angaben der Beteiligten sind teilweise widersprüchlich.","§ 263 StGB (Betrug). Der Sachverhalt erfüllt die Merkmale dieses Tatbestands, da die beschriebenen Handlungen tatbestandsmäßig sind. Ein Konkurrenzverhältnis zwischen Betrug und Computerbetrug ist zu prüfen."
Tatbestand klassifizieren,fortgeschritten,"Ordne den beschriebenen Sachverhalt dem passenden Tatbestand aus dem StGB zu. Gib Paragraph, Namen des Tatbestands und eine kurze Begründung an. Weise auf mögliche Konkurrenztatbestände hin.","Am 08.02.2026 gegen 19:51 Uhr wurde ein Vorfall in der Karlstraße gemeldet. Im Rahmen der Ermittlungen wurde festgestellt, dass ein Laptop verwendet wurde, insbesondere im Zusammenhang mit der Anwendung E-Mail. Eine Person verschaffte sich unbefugt Zugriff auf geschützte Daten.","§ 202a StGB (Ausspähen von Daten). Der Sachverhalt erfüllt die Merkmale dieses Tatbestands, da die beschriebenen Handlungen tatbestandsmäßig sind. Möglich ist zudem § 202b StGB (Abfangen von Daten)."
Tatbestand klassifizieren,fortgeschritten,"Ordne den beschriebenen Sachverhalt dem passenden Tatbestand aus dem StGB zu. Gib Paragraph, Namen des Tatbestands und eine kurze Begründung an. Weise auf mögliche Konkurrenztatbestände hin.","Am 27.03.2026 gegen 17:22 Uhr wurde ein Vorfall in der Bahnhofstraße gemeldet. Im Rahmen der Ermittlungen wurde festgestellt, dass ein Laptop verwendet wurde, insbesondere im Zusammenhang mit der Anwendung WhatsApp. Durch Manipulation eines IT-Systems wurden unrechtmäßige Transaktionen ausgelöst.","§ 263a StGB (Computerbetrug). Der Sachverhalt erfüllt die Merkmale dieses Tatbestands, da die beschriebenen Handlungen tatbestandsmäßig sind. Ein Konkurrenzverhältnis zwischen Betrug und Computerbetrug ist zu prüfen."
Tatbestand klassifizieren,fortgeschritten,"Ordne den beschriebenen Sachverhalt dem passenden Tatbestand aus dem StGB zu. Gib Paragraph, Namen des Tatbestands und eine kurze Begründung an. Weise auf mögliche Konkurrenztatbestände hin.",Am 10.01.2026 gegen 07:35 Uhr wurde ein Vorfall in der Industriestraße gemeldet. Daten wurden unbefugt gelöscht oder verändert.,"§ 303a StGB (Datenveränderung). Der Sachverhalt erfüllt die Merkmale dieses Tatbestands, da die beschriebenen Handlungen tatbestandsmäßig sind. Weitere Konkurrenztatbestände sind im Einzelfall zu prüfen."
Tatbestand klassifizieren,fortgeschritten,"Ordne den beschriebenen Sachverhalt dem passenden Tatbestand aus dem StGB zu. Gib Paragraph, Namen des Tatbestands und eine kurze Begründung an. Weise auf mögliche Konkurrenztatbestände hin.",Am 03.04.2026 gegen 01:50 Uhr wurde ein Vorfall in der Bahnhofstraße gemeldet. Es wurde fremdes Eigentum entwendet. Die Angaben der Beteiligten sind teilweise widersprüchlich.,"§ 242 StGB (Diebstahl). Der Sachverhalt erfüllt die Merkmale dieses Tatbestands, da die beschriebenen Handlungen tatbestandsmäßig sind. Abzugrenzen ist § 249 StGB (Raub) bei Gewaltanwendung."
Tatbestand klassifizieren,fortgeschritten,"Ordne den beschriebenen Sachverhalt dem passenden Tatbestand aus dem StGB zu. Gib Paragraph, Namen des Tatbestands und eine kurze Begründung an. Weise auf mögliche Konkurrenztatbestände hin.","Am 17.01.2026 gegen 10:51 Uhr wurde ein Vorfall in der Karlstraße gemeldet. Im Rahmen der Ermittlungen wurde festgestellt, dass ein Laptop verwendet wurde, insbesondere im Zusammenhang mit der Anwendung WhatsApp. Eine Person verschaffte sich unbefugt Zugriff auf geschützte Daten. Die Angaben der Beteiligten sind teilweise widersprüchlich.","§ 202a StGB (Ausspähen von Daten). Der Sachverhalt erfüllt die Merkmale dieses Tatbestands, da die beschriebenen Handlungen tatbestandsmäßig sind. Möglich ist zudem § 202b StGB (Abfangen von Daten)."
Tatbestand klassifizieren,fortgeschritten,"Ordne den beschriebenen Sachverhalt dem passenden Tatbestand aus dem StGB zu. Gib Paragraph, Namen des Tatbestands und eine kurze Begründung an. Weise auf mögliche Konkurrenztatbestände hin.",Am 02.01.2026 gegen 17:02 Uhr wurde ein Vorfall in der Bahnhofstraße gemeldet. Es wurden gefälschte Dokumente verwendet. Die Angaben der Beteiligten sind teilweise widersprüchlich.,"§ 267 StGB (Urkundenfälschung). Der Sachverhalt erfüllt die Merkmale dieses Tatbestands, da die beschriebenen Handlungen tatbestandsmäßig sind. In Betracht kommt auch § 263 StGB (Betrug)."
Tatbestand klassifizieren,fortgeschritten,"Ordne den beschriebenen Sachverhalt dem passenden Tatbestand aus dem StGB zu. Gib Paragraph, Namen des Tatbestands und eine kurze Begründung an. Weise auf mögliche Konkurrenztatbestände hin.",Am 06.04.2026 gegen 04:22 Uhr wurde ein Vorfall in der Hauptstraße gemeldet. Eine Person täuschte eine andere über einen Sachverhalt und erlangte dadurch Geld. Die Angaben der Beteiligten sind teilweise widersprüchlich.,"§ 263 StGB (Betrug). Der Sachverhalt erfüllt die Merkmale dieses Tatbestands, da die beschriebenen Handlungen tatbestandsmäßig sind. Ein Konkurrenzverhältnis zwischen Betrug und Computerbetrug ist zu prüfen."
Tatbestand klassifizieren,fortgeschritten,"Ordne den beschriebenen Sachverhalt dem passenden Tatbestand aus dem StGB zu. Gib Paragraph, Namen des Tatbestands und eine kurze Begründung an. Weise auf mögliche Konkurrenztatbestände hin.",Am 19.03.2026 gegen 08:18 Uhr wurde ein Vorfall in der Hauptstraße gemeldet. Eine Person wurde körperlich verletzt.,"§ 223 StGB (Körperverletzung). Der Sachverhalt erfüllt die Merkmale dieses Tatbestands, da die beschriebenen Handlungen tatbestandsmäßig sind. Weitere Konkurrenztatbestände sind im Einzelfall zu prüfen."
Tatbestand klassifizieren,fortgeschritten,"Ordne den beschriebenen Sachverhalt dem passenden Tatbestand aus dem StGB zu. Gib Paragraph, Namen des Tatbestands und eine kurze Begründung an. Weise auf mögliche Konkurrenztatbestände hin.","Am 25.04.2026 gegen 22:07 Uhr wurde ein Vorfall in der Industriestraße gemeldet. Im Rahmen der Ermittlungen wurde festgestellt, dass ein Tablet verwendet wurde, insbesondere im Zusammenhang mit der Anwendung Google Maps. Durch Manipulation eines IT-Systems wurden unrechtmäßige Transaktionen ausgelöst. Die Angaben der Beteiligten sind teilweise widersprüchlich.","§ 263a StGB (Computerbetrug). Der Sachverhalt erfüllt die Merkmale dieses Tatbestands, da die beschriebenen Handlungen tatbestandsmäßig sind. Ein Konkurrenzverhältnis zwischen Betrug und Computerbetrug ist zu prüfen."
Tatbestand klassifizieren,fortgeschritten,"Ordne den beschriebenen Sachverhalt dem passenden Tatbestand aus dem StGB zu. Gib Paragraph, Namen des Tatbestands und eine kurze Begründung an. Weise auf mögliche Konkurrenztatbestände hin.","Am 28.03.2026 gegen 02:06 Uhr wurde ein Vorfall in der Karlstraße gemeldet. Im Rahmen der Ermittlungen wurde festgestellt, dass ein Laptop verwendet wurde, insbesondere im Zusammenhang mit der Anwendung E-Mail. Unter Anwendung von Gewalt wurde einer Person ein Gegenstand weggenommen.","§ 249 StGB (Raub). Der Sachverhalt erfüllt die Merkmale dieses Tatbestands, da die beschriebenen Handlungen tatbestandsmäßig sind. Weitere Konkurrenztatbestände sind im Einzelfall zu prüfen."
Tatbestand klassifizieren,fortgeschritten,"Ordne den beschriebenen Sachverhalt dem passenden Tatbestand aus dem StGB zu. Gib Paragraph, Namen des Tatbestands und eine kurze Begründung an. Weise auf mögliche Konkurrenztatbestände hin.","Am 17.01.2026 gegen 17:51 Uhr wurde ein Vorfall in der Schillerstraße gemeldet. Im Rahmen der Ermittlungen wurde festgestellt, dass ein Smartphone verwendet wurde, insbesondere im Zusammenhang mit der Anwendung WhatsApp. Es wurden gefälschte Dokumente verwendet. Die Angaben der Beteiligten sind teilweise widersprüchlich.","§ 267 StGB (Urkundenfälschung). Der Sachverhalt erfüllt die Merkmale dieses Tatbestands, da die beschriebenen Handlungen tatbestandsmäßig sind. In Betracht kommt auch § 263 StGB (Betrug)."
Tatbestand klassifizieren,fortgeschritten,"Ordne den beschriebenen Sachverhalt dem passenden Tatbestand aus dem StGB zu. Gib Paragraph, Namen des Tatbestands und eine kurze Begründung an. Weise auf mögliche Konkurrenztatbestände hin.",Am 11.03.2026 gegen 00:58 Uhr wurde ein Vorfall in der Industriestraße gemeldet. Eine Person verschaffte sich unbefugt Zugriff auf geschützte Daten. Die Angaben der Beteiligten sind teilweise widersprüchlich.,"§ 202a StGB (Ausspähen von Daten). Der Sachverhalt erfüllt die Merkmale dieses Tatbestands, da die beschriebenen Handlungen tatbestandsmäßig sind. Möglich ist zudem § 202b StGB (Abfangen von Daten)."
Tatbestand klassifizieren,fortgeschritten,"Ordne den beschriebenen Sachverhalt dem passenden Tatbestand aus dem StGB zu. Gib Paragraph, Namen des Tatbestands und eine kurze Begründung an. Weise auf mögliche Konkurrenztatbestände hin.","Am 19.04.2026 gegen 17:20 Uhr wurde ein Vorfall in der Hauptstraße gemeldet. Im Rahmen der Ermittlungen wurde festgestellt, dass ein Smartphone verwendet wurde, insbesondere im Zusammenhang mit der Anwendung WhatsApp. Unter Anwendung von Gewalt wurde einer Person ein Gegenstand weggenommen.","§ 249 StGB (Raub). Der Sachverhalt erfüllt die Merkmale dieses Tatbestands, da die beschriebenen Handlungen tatbestandsmäßig sind. Weitere Konkurrenztatbestände sind im Einzelfall zu prüfen."
Tatbestand klassifizieren,fortgeschritten,"Ordne den beschriebenen Sachverhalt dem passenden Tatbestand aus dem StGB zu. Gib Paragraph, Namen des Tatbestands und eine kurze Begründung an. Weise auf mögliche Konkurrenztatbestände hin.",Am 18.03.2026 gegen 08:53 Uhr wurde ein Vorfall in der Karlstraße gemeldet. Eine Person verschaffte sich unbefugt Zugriff auf geschützte Daten.,"§ 202a StGB (Ausspähen von Daten). Der Sachverhalt erfüllt die Merkmale dieses Tatbestands, da die beschriebenen Handlungen tatbestandsmäßig sind. Möglich ist zudem § 202b StGB (Abfangen von Daten)."
Tatbestand klassifizieren,fortgeschritten,"Ordne den beschriebenen Sachverhalt dem passenden Tatbestand aus dem StGB zu. Gib Paragraph, Namen des Tatbestands und eine kurze Begründung an. Weise auf mögliche Konkurrenztatbestände hin.",Am 29.04.2026 gegen 02:08 Uhr wurde ein Vorfall in der Bahnhofstraße gemeldet. Durch Manipulation eines IT-Systems wurden unrechtmäßige Transaktionen ausgelöst.,"§ 263a StGB (Computerbetrug). Der Sachverhalt erfüllt die Merkmale dieses Tatbestands, da die beschriebenen Handlungen tatbestandsmäßig sind. Ein Konkurrenzverhältnis zwischen Betrug und Computerbetrug ist zu prüfen."
Tatbestand klassifizieren,fortgeschritten,"Ordne den beschriebenen Sachverhalt dem passenden Tatbestand aus dem StGB zu. Gib Paragraph, Namen des Tatbestands und eine kurze Begründung an. Weise auf mögliche Konkurrenztatbestände hin.",Am 18.03.2026 gegen 01:38 Uhr wurde ein Vorfall in der Karlstraße gemeldet. Es wurde fremdes Eigentum entwendet. Die Angaben der Beteiligten sind teilweise widersprüchlich.,"§ 242 StGB (Diebstahl). Der Sachverhalt erfüllt die Merkmale dieses Tatbestands, da die beschriebenen Handlungen tatbestandsmäßig sind. Abzugrenzen ist § 249 StGB (Raub) bei Gewaltanwendung."
Tatbestand klassifizieren,fortgeschritten,"Ordne den beschriebenen Sachverhalt dem passenden Tatbestand aus dem StGB zu. Gib Paragraph, Namen des Tatbestands und eine kurze Begründung an. Weise auf mögliche Konkurrenztatbestände hin.","Am 15.04.2026 gegen 12:05 Uhr wurde ein Vorfall in der Karlstraße gemeldet. Im Rahmen der Ermittlungen wurde festgestellt, dass ein Smartphone verwendet wurde, insbesondere im Zusammenhang mit der Anwendung WhatsApp. Eine Person täuschte eine andere über einen Sachverhalt und erlangte dadurch Geld. Die Angaben der Beteiligten sind teilweise widersprüchlich.","§ 263 StGB (Betrug). Der Sachverhalt erfüllt die Merkmale dieses Tatbestands, da die beschriebenen Handlungen tatbestandsmäßig sind. Ein Konkurrenzverhältnis zwischen Betrug und Computerbetrug ist zu prüfen."
Tatbestand klassifizieren,fortgeschritten,"Ordne den beschriebenen Sachverhalt dem passenden Tatbestand aus dem StGB zu. Gib Paragraph, Namen des Tatbestands und eine kurze Begründung an. Weise auf mögliche Konkurrenztatbestände hin.",Am 16.03.2026 gegen 03:27 Uhr wurde ein Vorfall in der Industriestraße gemeldet. Unter Anwendung von Gewalt wurde einer Person ein Gegenstand weggenommen. Die Angaben der Beteiligten sind teilweise widersprüchlich.,"§ 249 StGB (Raub). Der Sachverhalt erfüllt die Merkmale dieses Tatbestands, da die beschriebenen Handlungen tatbestandsmäßig sind. Weitere Konkurrenztatbestände sind im Einzelfall zu prüfen."
Tatbestand klassifizieren,fortgeschritten,"Ordne den beschriebenen Sachverhalt dem passenden Tatbestand aus dem StGB zu. Gib Paragraph, Namen des Tatbestands und eine kurze Begründung an. Weise auf mögliche Konkurrenztatbestände hin.","Am 03.03.2026 gegen 06:24 Uhr wurde ein Vorfall in der Schillerstraße gemeldet. Im Rahmen der Ermittlungen wurde festgestellt, dass ein Tablet verwendet wurde, insbesondere im Zusammenhang mit der Anwendung Telegram. Eine Person verschaffte sich unbefugt Zugriff auf geschützte Daten.","§ 202a StGB (Ausspähen von Daten). Der Sachverhalt erfüllt die Merkmale dieses Tatbestands, da die beschriebenen Handlungen tatbestandsmäßig sind. Möglich ist zudem § 202b StGB (Abfangen von Daten)."
Tatbestand klassifizieren,fortgeschritten,"Ordne den beschriebenen Sachverhalt dem passenden Tatbestand aus dem StGB zu. Gib Paragraph, Namen des Tatbestands und eine kurze Begründung an. Weise auf mögliche Konkurrenztatbestände hin.","Am 17.03.2026 gegen 19:31 Uhr wurde ein Vorfall in der Schillerstraße gemeldet. Im Rahmen der Ermittlungen wurde festgestellt, dass ein Smartphone verwendet wurde, insbesondere im Zusammenhang mit der Anwendung E-Mail. Unter Anwendung von Gewalt wurde einer Person ein Gegenstand weggenommen.","§ 249 StGB (Raub). Der Sachverhalt erfüllt die Merkmale dieses Tatbestands, da die beschriebenen Handlungen tatbestandsmäßig sind. Weitere Konkurrenztatbestände sind im Einzelfall zu prüfen."
Tatbestand klassifizieren,fortgeschritten,"Ordne den beschriebenen Sachverhalt dem passenden Tatbestand aus dem StGB zu. Gib Paragraph, Namen des Tatbestands und eine kurze Begründung an. Weise auf mögliche Konkurrenztatbestände hin.","Am 01.01.2026 gegen 12:33 Uhr wurde ein Vorfall in der Industriestraße gemeldet. Im Rahmen der Ermittlungen wurde festgestellt, dass ein Tablet verwendet wurde, insbesondere im Zusammenhang mit der Anwendung WhatsApp. Es wurde fremdes Eigentum entwendet.","§ 242 StGB (Diebstahl). Der Sachverhalt erfüllt die Merkmale dieses Tatbestands, da die beschriebenen Handlungen tatbestandsmäßig sind. Abzugrenzen ist § 249 StGB (Raub) bei Gewaltanwendung."
